รายได้ครอบครัว,หลักสูตรที่เข้าศึกษา,จัดการเรียนการสอนที่ศูนย์แม่ริม,ระดับรายได้,target,ปัจจัยสถาบันการศึกษา(avg),ปัจจัยด้านโปรแกรมการศึกษา/หลักสูตร(avg),ปัจจัยในการตัดสินใจ(avg),ปัจจัยด้านเหตุผลส่วนตัว(avg),ปัจจัยด้านสื่อและการประชาสัมพันธ์(avg)
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)","ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    อยากให้สถานที่ดูปลอดภัย  ไม่วังเวง",2,0,3.5,4.166666666666667,2.0,2.0,5.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,3.3333333333333335,2.75,2.4,3.2
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,3.3333333333333335,3.5,2.8,3.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล เดินทางไม่สะดวก,1,1,2.5,3.1666666666666665,3.5,2.6,3.0
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,4.166666666666667,2.75,2.8,2.6
"10,001-20,000","คหกรรมศาสตร์
(การออกแบบแฟชั่นและสิ่งทอ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.6666666666666665,3.6666666666666665,3.5,2.8,3.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากตัวเมือง,2,1,3.3333333333333335,3.5,3.5,2.8,3.2
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.666666666666667,3.5,3.4,4.0
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากที่พัก,2,1,4.666666666666667,4.333333333333333,4.0,4.4,4.2
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,4.333333333333333,3.25,2.0,4.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากหอพักปัจจุบัน,1,1,3.6666666666666665,4.0,2.5,1.4,3.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,3.5,4.75,3.8,3.8
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.1666666666666665,3.8333333333333335,4.0,1.4,3.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกล  การเดินทางไม่สะดวก,1,1,5.0,5.0,4.25,3.6,3.8
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.0,3.3333333333333335,3.25,1.4,2.0
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.166666666666667,3.8333333333333335,4.0,2.8,3.8
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.8333333333333335,3.3333333333333335,4.0,2.2,2.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.5,4.333333333333333,4.25,3.6,4.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ    สามารถพักในเมืองได้  มีรถรับส่งไปยังศูนย์แม่ริม",1,0,4.5,4.166666666666667,4.5,3.4,4.2
"10,001-20,000",สาธารณสุขชุมชน,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ     มีรถรับส่งจากศูนย์เวียงบัวไปแม่ริม",2,0,4.833333333333333,4.666666666666667,5.0,3.0,2.6
"10,001-20,000",สาธารณสุขชุมชน,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  อยู่เลี่ยงเมืองไม่สะดวกต่อการเดินทางและอาจไม่เข้าถึงความสะดวกสบายในด้านต่างๆ 
ข้อเสนอแนะ  ต้องมีสิ่งอำนวยความสะดวกที่ครบครัน เพื่อไม่ให้นักศึกษาขาดสิ่งอำนวยความสะดวก",2,1,4.333333333333333,4.0,3.75,3.0,3.2
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.833333333333333,4.5,3.6,3.0
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.166666666666667,4.0,4.0,3.8
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.5,4.166666666666667,3.5,3.6,4.0
"30,001 ขึ้นไป",เทคโนโลยีวิศวกรรมก่อสร้าง,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  เรียนได้หมดเพราะระยะทางพอๆ กัน",4,0,4.0,4.0,4.0,3.2,4.0
"ไม่เกิน 10,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลบ้าน น้ำมันแพง,1,1,3.0,3.0,3.0,3.0,3.0
"ไม่เกิน 10,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.6666666666666665,4.666666666666667,4.0,4.0,4.4
"20,001-30,000 ",เทคโนโลยีวิศวกรรมก่อสร้าง,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก ไปทำงานตอนเย็นไม่ทัน,3,1,3.3333333333333335,2.8333333333333335,2.5,2.2,3.0
"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,5.0,3.5,3.4,5.0
"20,001-30,000 ",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.0,4.0,3.75,2.2,4.0
"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.166666666666667,5.0,4.0,4.6,5.0
"ไม่เกิน 10,000",อาชีวอนามัยและความปลอดภัย,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  อยากให้มีความสะดวกสบายในการเดินทาง",1,0,4.5,4.333333333333333,3.75,3.2,4.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,,1,1,5.0,4.666666666666667,4.75,3.6,4.6
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.166666666666667,4.0,3.5,4.2,3.6
"20,001-30,000 ",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.333333333333333,4.5,4.25,3.2,4.4
"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,2.8333333333333335,3.1666666666666665,3.5,3.4,3.0
"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.333333333333333,3.5,3.4,3.8
"30,001 ขึ้นไป",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,4.0,3.6666666666666665,3.0,4.2,3.0
"30,001 ขึ้นไป",เทคโนโลยีวิศวกรรมก่อสร้าง,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ห่างไกลเมือง,4,1,3.3333333333333335,2.6666666666666665,2.5,1.8,2.6
"10,001-20,000",วิทยาการคอมพิวเตอร์,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก มีความตั้งใจจะเข้าเรียนที่ มช. และไม่สะดวกเมื่อไปแม่ริม,2,1,3.8333333333333335,3.6666666666666665,3.25,3.4,3.4
"30,001 ขึ้นไป",เทคโนโลยีวิศวกรรมก่อสร้าง,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก เดินทางไกล,4,1,3.3333333333333335,2.6666666666666665,3.5,3.4,3.0
"10,001-20,000",เทคโนโลยีวิศวกรรมก่อสร้าง,,2,1,3.3333333333333335,3.1666666666666665,3.75,2.4,3.0
"ไม่เกิน 10,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.5,3.8333333333333335,3.75,4.0,3.8
"30,001 ขึ้นไป",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,4.333333333333333,4.666666666666667,4.25,3.6,4.2
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  ต้องการให้หาหอพักให้นักศึกษา",1,0,3.3333333333333335,4.333333333333333,1.75,2.6,3.6
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.6666666666666665,3.0,3.0,2.8,2.4
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.6666666666666665,3.5,3.25,3.2,3.4
"20,001-30,000 ",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,4.166666666666667,3.6666666666666665,3.5,3.4,3.6
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.6666666666666665,4.0,3.5,3.4,4.0
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ ไกล",1,0,3.8333333333333335,3.8333333333333335,3.5,3.8,3.8
"10,001-20,000",เทคโนโลยีสารสนเทศ,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก อยากให้เรียนในตัวเมือง 4 ปีเลย,2,1,2.5,3.3333333333333335,3.0,1.4,2.6
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,3.3333333333333335,3.0,3.0,3.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,3.1666666666666665,4.0,2.4,3.6
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.5,3.1666666666666665,3.0,1.4,2.8
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.3333333333333335,3.3333333333333335,2.25,1.2,2.8
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,3.8333333333333335,3.5,3.6,4.2
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.166666666666667,4.166666666666667,3.75,4.0,4.2
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,2.3333333333333335,3.3333333333333335,3.0,2.8,1.4
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.166666666666667,4.0,3.75,3.0,3.8
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.6666666666666665,4.0,3.5,3.6,3.4
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.8333333333333335,4.333333333333333,3.75,3.4,4.0
"30,001 ขึ้นไป",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก ไกล  เดินทางไม่สะดวก,4,1,4.166666666666667,3.5,3.5,3.4,3.0
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.8333333333333335,3.6666666666666665,3.25,3.8,3.6
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.666666666666667,4.833333333333333,4.25,4.4,4.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.666666666666667,4.666666666666667,3.75,4.6,4.6
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก ไกลจากหอและลำบากในการเดินทาง,1,1,3.5,4.5,3.25,3.0,3.6
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก การเดินทางยุ่งยากมากกว่า,2,1,3.8333333333333335,3.6666666666666665,3.0,3.0,3.8
0,สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,0,0,3.8333333333333335,4.5,3.0,2.8,3.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.5,3.3333333333333335,3.5,2.6,3.2
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก ,2,1,3.6666666666666665,4.0,2.25,1.4,2.6
"10,001-20,000",สาธารณสุขชุมชน,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  อยากให้มีพวกอาหารการกิน ข้าวของเครื่องใช้จำหน่ายเยอะๆ",2,0,3.1666666666666665,3.1666666666666665,3.0,2.0,2.4
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.1666666666666665,3.8333333333333335,3.5,2.8,3.8
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากภูมิลำเนา  ไม่สะดวกในการขนย้ายสิ่งของ,2,1,4.5,4.833333333333333,3.25,3.2,3.4
"10,001-20,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  เดินทางลำบาก  หาที่อยู่ยาก เข้าในเมืองยาก  เวลามีธุระด่วนต้องใช้ระยะเวลาเดินทางนาน,2,1,3.5,2.3333333333333335,2.75,1.6,2.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,1,1,4.0,4.0,4.0,4.0,4.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่มีรถเดินทาง  พื้นที่ในเมืองสะดวกกว่า,1,1,4.333333333333333,4.5,3.75,3.0,4.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากหาหอใหม่  พื้นที่ในเมืองสะดวกสบายกว่า,1,1,3.6666666666666665,4.166666666666667,3.75,3.2,2.0
"20,001-30,000 ",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,2.8333333333333335,3.0,1.75,1.8,2.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,3.5,3.25,3.6,3.4
"30,001 ขึ้นไป",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,3.8333333333333335,4.666666666666667,3.0,3.4,4.8
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.0,4.166666666666667,3.0,2.8,2.8
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.8333333333333335,3.6666666666666665,2.0,1.6,3.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.5,4.5,3.0,2.0,2.2
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่สะดวก  อยู่ไกลจากตัวเมือง,1,1,3.5,3.3333333333333335,3.5,2.6,4.8
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)","ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  ไกลจากตัวเมือง ค่อนข้างเดินทางลำบาก",1,0,3.8333333333333335,4.0,2.75,2.8,4.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,2.6666666666666665,4.5,2.0,1.8,4.2
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.166666666666667,4.0,4.0,4.6,4.2
"10,001-20,000",วิทยาการคอมพิวเตอร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.0,1.5,2.6,1.4
"10,001-20,000",ชีววิทยา,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,5.0,5.0,5.0,5.0,5.0
"ไม่เกิน 10,000",สาธารณสุขชุมชน,"ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม
ข้อเสนอแนะ  อยากให้มีรถที่สามารถเดินทางปังในเมืองได้สะดวกและอยากให้ที่ศูนย์แม่ริมมีสิ่งอำนวยความสะดวกที่ครบ",1,0,4.666666666666667,4.166666666666667,3.25,3.4,5.0
"10,001-20,000",สาธารณสุขชุมชน,"ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  มันไกลจากที่พักมาก
ข้อเสนอแนะ  เสนอว่าไม่อยากให้ไปที่แม่ริมเพราะมันไกลจากที่อยู่มาก",2,1,4.166666666666667,4.666666666666667,4.0,4.6,4.8
"30,001 ขึ้นไป",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,4.0,4.5,3.5,2.8,4.6
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.666666666666667,4.25,2.0,2.8
"10,001-20,000",สาธารณสุขชุมชน,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,4.166666666666667,4.25,3.6,4.0
"30,001 ขึ้นไป",ออกแบบผลิตภัณฑ์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,3.8333333333333335,4.166666666666667,2.5,3.4,3.2
"10,001-20,000",คณิตศาสตร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.0,3.8333333333333335,3.5,4.0,4.2
"ไม่เกิน 10,000",คณิตศาสตร์,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.5,3.6666666666666665,2.75,1.6,2.8
"10,001-20,000",คณิตศาสตร์,,2,1,4.833333333333333,4.333333333333333,5.0,3.2,5.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากย้ายหอ ห้องอยู่ชั้น 4 ของเยอะเกิน,2,1,4.666666666666667,5.0,4.5,4.8,4.8
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.333333333333333,4.833333333333333,4.0,2.6,4.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.3333333333333335,3.8333333333333335,3.75,3.0,3.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่อยากย้ายหอ ของเยอะ,2,1,4.0,3.5,3.25,3.8,3.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลจากบ้าน,2,1,3.5,3.3333333333333335,3.0,2.0,3.4
"30,001 ขึ้นไป","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,4,0,3.1666666666666665,4.0,2.5,2.6,1.6
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  หาหอยาก  ไกลบ้าน  ค่าหอแพง,1,1,3.6666666666666665,4.0,3.25,3.0,3.4
"10,001-20,000",เทคโนโลยีเว็บ,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไกลเกินไป เป็นพื้นที่ใหญ่เกิน,2,1,3.3333333333333335,4.333333333333333,1.5,2.4,3.8
"10,001-20,000",เทคโนโลยีเว็บ,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ,2,1,4.333333333333333,3.6666666666666665,2.75,2.2,3.0
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  เดินทางไกลเกินไป  ค่าน้ำมันแพง  ไม่สะดวกไปอยู่หอ,2,1,3.5,3.8333333333333335,2.0,2.2,3.6
"ไม่เกิน 10,000",ชีววิทยา,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.3333333333333335,3.3333333333333335,3.0,2.6,3.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ไม่สะดวกต่อการย้ายและหาหอพัก,1,1,3.5,3.5,4.0,3.4,4.6
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ต้องเดินทางไกล,1,1,4.333333333333333,4.5,4.0,3.2,4.4
"ไม่เกิน 10,000",สาธารณสุขชุมชน,ไม่สะดวก/ไม่ยินดีในการศึกษาต่อ เนื่องจาก  ต้องเดินทางไปเรียน,1,1,3.8333333333333335,3.5,3.5,3.8,3.2
"ไม่เกิน 10,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,3.5,3.6666666666666665,3.75,2.0,4.0
"10,001-20,000",เทคโนโลยีสารสนเทศ,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,4.333333333333333,4.333333333333333,3.75,3.4,3.4
"ไม่เกิน 10,000",เทคโนโลยีวิศวกรรมก่อสร้าง,ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,4.333333333333333,3.75,3.8,4.4
"10,001-20,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,2,0,3.0,3.5,3.5,4.0,4.8
"ไม่เกิน 10,000","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,1,0,4.0,4.0,4.0,4.0,4.0
"20,001-30,000 ","คหกรรมศาสตร์
(อาหารและโภชนาการ)",ยินดี/พร้อมไปเรียนต่อที่ศูนย์แม่ริม,3,0,3.8333333333333335,3.0,3.25,3.0,3.0
